y_now,v_now,y_next,v_next
326.7458586343885,0.0,326.7458586343885,-9.8
326.7458586343885,-9.8,316.9458586343885,-19.6
316.9458586343885,-19.6,297.3458586343885,-29.400000000000002
297.3458586343885,-29.400000000000002,267.9458586343885,-39.2
267.9458586343885,-39.2,228.74585863438853,-49.0
321.6057996885515,0.0,321.6057996885515,-9.8
321.6057996885515,-9.8,311.8057996885515,-19.6
311.8057996885515,-19.6,292.20579968855145,-29.400000000000002
292.20579968855145,-29.400000000000002,262.8057996885515,-39.2
262.8057996885515,-39.2,223.60579968855149,-49.0
281.89337647092117,0.0,281.89337647092117,-9.8
281.89337647092117,-9.8,272.09337647092116,-19.6
272.09337647092116,-19.6,252.49337647092116,-29.400000000000002
252.49337647092116,-29.400000000000002,223.09337647092116,-39.2
223.09337647092116,-39.2,183.89337647092117,-49.0
212.26488145715615,0.0,212.26488145715615,-9.8
212.26488145715615,-9.8,202.46488145715614,-19.6
202.46488145715614,-19.6,182.86488145715614,-29.400000000000002
182.86488145715614,-29.400000000000002,153.46488145715614,-39.2
153.46488145715614,-39.2,114.26488145715614,-49.0
320.69396559363776,0.0,320.69396559363776,-9.8
320.69396559363776,-9.8,310.89396559363774,-19.6
310.89396559363774,-19.6,291.2939655936377,-29.400000000000002
291.2939655936377,-29.400000000000002,261.89396559363774,-39.2
261.89396559363774,-39.2,222.69396559363776,-49.0
424.64296784783363,0.0,424.64296784783363,-9.8
424.64296784783363,-9.8,414.8429678478336,-19.6
414.8429678478336,-19.6,395.2429678478336,-29.400000000000002
395.2429678478336,-29.400000000000002,365.8429678478336,-39.2
365.8429678478336,-39.2,326.64296784783363,-49.0
182.6267013875343,0.0,182.6267013875343,-9.8
182.6267013875343,-9.8,172.82670138753429,-19.6
172.82670138753429,-19.6,153.2267013875343,-29.400000000000002
153.2267013875343,-29.400000000000002,123.82670138753429,-39.2
123.82670138753429,-39.2,84.62670138753428,-49.0
286.41537136053955,0.0,286.41537136053955,-9.8
286.41537136053955,-9.8,276.61537136053954,-19.6
276.61537136053954,-19.6,257.0153713605395,-29.400000000000002
257.0153713605395,-29.400000000000002,227.6153713605395,-39.2
227.6153713605395,-39.2,188.4153713605395,-49.0
143.7836793205651,0.0,143.7836793205651,-9.8
143.7836793205651,-9.8,133.9836793205651,-19.6
133.9836793205651,-19.6,114.38367932056511,-29.400000000000002
114.38367932056511,-29.400000000000002,84.9836793205651,-39.2
84.9836793205651,-39.2,45.7836793205651,-49.0
190.9547469875088,0.0,190.9547469875088,-9.8
190.9547469875088,-9.8,181.1547469875088,-19.6
181.1547469875088,-19.6,161.5547469875088,-29.400000000000002
161.5547469875088,-29.400000000000002,132.1547469875088,-39.2
132.1547469875088,-39.2,92.95474698750878,-49.0
257.6313678726008,0.0,257.6313678726008,-9.8
257.6313678726008,-9.8,247.83136787260077,-19.6
247.83136787260077,-19.6,228.23136787260077,-29.400000000000002
228.23136787260077,-29.400000000000002,198.83136787260077,-39.2
198.83136787260077,-39.2,159.63136787260078,-49.0
341.1681694886998,0.0,341.1681694886998,-9.8
341.1681694886998,-9.8,331.3681694886998,-19.6
331.3681694886998,-19.6,311.76816948869975,-29.400000000000002
311.76816948869975,-29.400000000000002,282.3681694886998,-39.2
282.3681694886998,-39.2,243.1681694886998,-49.0
357.3918306668508,0.0,357.3918306668508,-9.8
357.3918306668508,-9.8,347.5918306668508,-19.6
347.5918306668508,-19.6,327.9918306668508,-29.400000000000002
327.9918306668508,-29.400000000000002,298.5918306668508,-39.2
298.5918306668508,-39.2,259.3918306668508,-49.0
484.7033703860557,0.0,484.7033703860557,-9.8
484.7033703860557,-9.8,474.9033703860557,-19.6
474.9033703860557,-19.6,455.3033703860557,-29.400000000000002
455.3033703860557,-29.400000000000002,425.9033703860557,-39.2
425.9033703860557,-39.2,386.7033703860557,-49.0
54.38823382018633,0.0,54.38823382018633,-9.8
54.38823382018633,-9.8,44.58823382018633,-19.6
44.58823382018633,-19.6,24.98823382018633,-29.400000000000002
24.98823382018633,-29.400000000000002,-4.411766179813672,-39.2
78.94479363078491,0.0,78.94479363078491,-9.8
78.94479363078491,-9.8,69.14479363078492,-19.6
69.14479363078492,-19.6,49.544793630784916,-29.400000000000002
49.544793630784916,-29.400000000000002,20.144793630784914,-39.2
20.144793630784914,-39.2,-19.05520636921509,-49.0
346.66244767429157,0.0,346.66244767429157,-9.8
346.66244767429157,-9.8,336.86244767429156,-19.6
336.86244767429156,-19.6,317.26244767429154,-29.400000000000002
317.26244767429154,-29.400000000000002,287.86244767429156,-39.2
287.86244767429156,-39.2,248.66244767429157,-49.0
101.73599317916016,0.0,101.73599317916016,-9.8
101.73599317916016,-9.8,91.93599317916016,-19.6
91.93599317916016,-19.6,72.33599317916017,-29.400000000000002
72.33599317916017,-29.400000000000002,42.935993179160164,-39.2
42.935993179160164,-39.2,3.735993179160161,-49.0
307.9232577095845,0.0,307.9232577095845,-9.8
307.9232577095845,-9.8,298.1232577095845,-19.6
298.1232577095845,-19.6,278.52325770958447,-29.400000000000002
278.52325770958447,-29.400000000000002,249.12325770958446,-39.2
249.12325770958446,-39.2,209.92325770958445,-49.0
422.93332600208464,0.0,422.93332600208464,-9.8
422.93332600208464,-9.8,413.13332600208463,-19.6
413.13332600208463,-19.6,393.5333260020846,-29.400000000000002
393.5333260020846,-29.400000000000002,364.13332600208463,-39.2
364.13332600208463,-39.2,324.93332600208464,-49.0
113.23779016081289,0.0,113.23779016081289,-9.8
113.23779016081289,-9.8,103.4377901608129,-19.6
103.4377901608129,-19.6,83.83779016081289,-29.400000000000002
83.83779016081289,-29.400000000000002,54.43779016081288,-39.2
54.43779016081288,-39.2,15.237790160812878,-49.0
286.14931940059836,0.0,286.14931940059836,-9.8
286.14931940059836,-9.8,276.34931940059835,-19.6
276.34931940059835,-19.6,256.7493194005983,-29.400000000000002
256.7493194005983,-29.400000000000002,227.34931940059832,-39.2
227.34931940059832,-39.2,188.1493194005983,-49.0
174.06074562568298,0.0,174.06074562568298,-9.8
174.06074562568298,-9.8,164.26074562568297,-19.6
164.26074562568297,-19.6,144.66074562568298,-29.400000000000002
144.66074562568298,-29.400000000000002,115.26074562568297,-39.2
115.26074562568297,-39.2,76.06074562568297,-49.0
367.91954062112313,0.0,367.91954062112313,-9.8
367.91954062112313,-9.8,358.1195406211231,-19.6
358.1195406211231,-19.6,338.5195406211231,-29.400000000000002
338.5195406211231,-29.400000000000002,309.1195406211231,-39.2
309.1195406211231,-39.2,269.91954062112313,-49.0
192.346737943018,0.0,192.346737943018,-9.8
192.346737943018,-9.8,182.546737943018,-19.6
182.546737943018,-19.6,162.946737943018,-29.400000000000002
162.946737943018,-29.400000000000002,133.546737943018,-39.2
133.546737943018,-39.2,94.346737943018,-49.0
51.22863099263085,0.0,51.22863099263085,-9.8
51.22863099263085,-9.8,41.42863099263084,-19.6
41.42863099263084,-19.6,21.828630992630842,-29.400000000000002
21.828630992630842,-29.400000000000002,-7.57136900736916,-39.2
368.3175936738564,0.0,368.3175936738564,-9.8
368.3175936738564,-9.8,358.51759367385637,-19.6
358.51759367385637,-19.6,338.91759367385635,-29.400000000000002
338.91759367385635,-29.400000000000002,309.51759367385637,-39.2
309.51759367385637,-39.2,270.3175936738564,-49.0
292.0494366723668,0.0,292.0494366723668,-9.8
292.0494366723668,-9.8,282.2494366723668,-19.6
282.2494366723668,-19.6,262.6494366723668,-29.400000000000002
262.6494366723668,-29.400000000000002,233.24943667236678,-39.2
233.24943667236678,-39.2,194.04943667236677,-49.0
492.43898250866755,0.0,492.43898250866755,-9.8
